SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
162,2024-12-04,"3,465.29","3,569.70","3,463.13",(-43.74),(-1.24 %),"3,975.49","1,615.66","782,609,171.15","918,888","6,635"
163,2024-12-03,"3,509.03","3,580.21","3,436.42",(48.27),(1.39 %),"3,975.49","1,615.66","1,175,041,165.00","1,418,139","8,977"
164,2024-12-02,"3,460.76","3,546.83","3,435.67",(-69.63),(-1.97 %),"3,975.49","1,615.66","1,555,451,485.70","1,691,539","12,023"
165,2024-12-01,"3,530.39","3,608.62","3,524.47",(-107.86),(-2.96 %),"3,975.49","1,615.66","972,933,670.80","1,094,317","7,662"
166,2024-11-28,"3,638.25","3,681.85","3,571.49",(-35.99),(-0.97 %),"3,975.49","1,615.66","1,227,789,880.70","1,380,180","8,989"
167,2024-11-27,"3,674.25","3,716.12","3,645.46",(-17.64),(-0.47 %),"3,975.49","1,615.66","1,406,747,100.80","1,564,417","9,342"
168,2024-11-26,"3,691.90","3,729.33","3,608.43",(54.98),(1.51 %),"3,975.49","1,615.66","1,443,860,383.50","1,523,068","9,096"
169,2024-11-25,"3,636.91","3,639.41","3,533.44",(80.76),(2.27 %),"3,975.49","1,615.66","1,143,770,339.10","1,317,061","8,341"
170,2024-11-24,"3,556.15","3,608.68","3,511.61",(-13.28),(-0.37 %),"3,975.49","1,615.66","1,523,732,854.20","1,797,956","9,353"
171,2024-11-21,"3,569.43","3,704.91","3,543.05",(-105.46),(-2.86 %),"3,975.49","1,606.11","1,269,047,454.60","1,477,654","9,253"
172,2024-11-20,"3,674.89","3,676.95","3,567.59",(60.27),(1.66 %),"3,975.49","1,585.22","1,353,073,437.10","1,538,312","9,284"
173,2024-11-19,"3,614.62","3,740.28","3,587.12",(-85.69),(-2.31 %),"3,975.49","1,585.22","1,723,245,499.20","2,074,409","13,873"
174,2024-11-17,"3,700.31","3,783.02","3,667.10",(-61.45),(-1.63 %),"3,975.49","1,585.22","2,068,357,876.40","2,378,778","13,874"
175,2024-11-14,"3,761.77","3,837.02","3,744.74",(-3.74),(-0.09 %),"3,975.49","1,585.22","1,973,277,325.90","2,226,685","13,618"
176,2024-11-13,"3,765.51","3,767.27","3,602.69",(151.94),(4.20 %),"3,975.49","1,585.22","2,070,599,169.90","2,505,377","15,047"
177,2024-11-12,"3,613.57","3,630.08","3,541.07",(40.35),(1.12 %),"3,975.49","1,585.22","1,624,707,417.40","1,999,833","12,169"
178,2024-11-11,"3,573.22","3,626.26","3,498.07",(-11.01),(-0.30 %),"3,975.49","1,585.22","1,324,832,073.20","1,644,986","10,556"
179,2024-11-10,"3,584.23","3,587.91","3,478.24",(86.79),(2.48 %),"3,975.49","1,585.22","1,288,507,957.10","1,575,824","9,582"
180,2024-11-06,"3,497.44","3,526.26","3,436.77",(27.57),(0.79 %),"3,975.49","1,585.22","1,171,256,369.60","1,319,730","8,398"
181,2024-11-05,"3,469.87","3,501.74","3,417.04",(7.17),(0.20 %),"3,975.49","1,585.22","727,108,328.80","786,147","4,929"
182,2024-10-30,"3,462.69","3,525.30","3,426.10",(-35.49),(-1.01 %),"3,975.49","1,585.22","954,017,279.40","1,165,019","7,673"
