SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
142,2025-01-06,102.03,102.03,99.20,(3.19),(3.23 %),122.74,72.46,"520,941,291.70","698,323","4,013"
143,2025-01-05,98.83,98.95,98.07,(0.38),(0.39 %),122.74,72.46,"271,561,881.80","303,150","2,634"
144,2025-01-02,98.44,99.65,97.94,(-0.32),(-0.33 %),122.74,72.46,"196,045,121.30","230,156","1,818"
145,2025-01-01,98.77,99.24,97.23,(0.09),(0.09 %),122.74,72.46,"343,183,196.70","379,579","2,066"
146,2024-12-31,98.67,98.87,96.74,(-0.08),(-0.08 %),122.74,72.46,"267,817,086.50","398,249","2,731"
147,2024-12-29,98.75,99.63,98.38,(-0.66),(-0.66 %),122.74,72.46,"302,224,255.90","376,897","2,665"
148,2024-12-26,99.42,99.59,98.01,(0.27),(0.27 %),122.74,72.46,"137,916,957.50","241,901","1,917"
149,2024-12-24,99.14,100.03,98.26,(0.95),(0.96 %),122.74,72.46,"212,142,417.20","289,430","2,231"
150,2024-12-23,98.19,98.67,97.45,(0.50),(0.51 %),122.74,72.46,"147,014,949.90","219,658","1,764"
151,2024-12-22,97.68,99.52,97.21,(-1.16),(-1.18 %),122.74,72.46,"184,693,409.50","286,942","2,347"
152,2024-12-19,98.85,101.03,98.84,(-1.97),(-1.95 %),122.74,72.46,"261,525,488.59","397,787","2,591"
153,2024-12-18,100.83,102.11,100.62,(-0.32),(-0.32 %),122.74,72.46,"235,470,192.00","347,782","1,636"
154,2024-12-17,101.15,101.87,100.55,(-0.22),(-0.21 %),122.74,72.46,"174,660,407.30","290,128","1,786"
155,2024-12-16,101.37,102.94,101.20,(-1.60),(-1.56 %),122.74,71.27,"452,044,937.70","610,745","2,696"
156,2024-12-12,102.98,104.78,102.51,(-1.23),(-1.18 %),122.74,71.27,"213,535,601.60","290,272","2,209"
157,2024-12-11,104.22,104.22,102.85,(0.82),(0.79 %),122.74,71.21,"316,451,849.90","623,315","2,368"
158,2024-12-10,103.39,104.42,103.14,(-0.83),(-0.79 %),122.74,69.81,"310,855,846.70","408,753","2,675"
